,tweet,time
507,RT @AbilaPoliceDepartment Abila Police Department reports pursuit of suspected hit and run vehicle - pursuit is headed west on Egeou?#APD,2014-01-23T19:38:07
508,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,2014-01-23T19:39:00
509,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,2014-01-23T19:39:00
510,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,2014-01-23T19:39:00
511,RT @KronosStar Abila police are in pursuit of an erratic driver who ran a red light on Polvo.  #KronosStar,2014-01-23T19:39:00
512,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",2014-01-23T19:39:00
513,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",2014-01-23T19:39:00
514,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",2014-01-23T19:39:00
515,RT @brewvebeenserved Going to give the biker a coffee!! He's Bean Served!,2014-01-23T19:39:07
516,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,2014-01-23T19:40:00
517,RT @AbilaAllFaith Donations for the #DancingDolphinsFire victims being accepted now #GenerousAbila,2014-01-23T19:40:00
518,RT @KronosStar Abila police are in pursuit of an erratic driver who ran a red light on Polvo.  #KronosStar,2014-01-23T19:40:00
519,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",2014-01-23T19:40:00
520,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,2014-01-23T19:41:00
521,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,2014-01-23T19:41:29
522,RT @sofitees Wow! crazy driving into @gelatogalore #somebodywantgelatobad,2014-01-23T19:41:40
523,RT @truccotrucco OMG there shooting there shooting!,2014-01-23T19:41:41
524,RT @AbilaPost reports of gun fire at Gelatogalore #APD are on the scene #AbilaPost,2014-01-23T19:41:41
525,"RT @SiaradSea Moved to freezer section, better protection",2014-01-23T19:41:41
526,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,2014-01-23T19:42:00
527,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,2014-01-23T19:42:00
528,RT @SiaradSea Real life action movie going on outside. Most exciting milk run ever!,2014-01-23T19:42:00
529,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,2014-01-23T19:42:22
530,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,2014-01-23T19:42:22
531,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,2014-01-23T19:42:22
532,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,2014-01-23T19:42:29
533,RT @SiaradSea Yikes! Gunfire! Hiding behind the watermelons,2014-01-23T19:42:29
534,RT @roger_roger WTH? Did the rally get?violent?,2014-01-23T19:42:41
535,RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,2014-01-23T19:42:45
536,RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,2014-01-23T19:42:45
537,RT @KronosStar Shots fired at Gelato Galore. Police officer is down. #KronosStar,2014-01-23T19:42:45
538,RT @NewsOnlineToday Witnesses report police holding off multiple gunmen #Abila,2014-01-23T19:42:57
539,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,2014-01-23T19:43:00
540,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,2014-01-23T19:43:00
541,RT @protoGuy OMG dude in a black van is shooting at the cops!  Bullets everywhere.,2014-01-23T19:43:00
542,RT @sofitees cops?r right behind - whats up? think that was gunshots #CRAZY,2014-01-23T19:43:00
543,RT @megaMan @ben bullets can't go thru mailbox! #thanks4nothing,2014-01-23T19:43:00
544,RT @CentralBulletin report of gun fire at Abila business #Abila #CentralBulletin,2014-01-23T19:43:00
545,RT @NewsOnlineToday Witnesses report gunmen have hostages #Abila,2014-01-23T19:43:03
546,RT @protoGuy lots of people in the stores - do they know they are in danger?,2014-01-23T19:43:11
547,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,2014-01-23T19:43:22
548,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,2014-01-23T19:43:22
549,RT @megaMan cop down? #troubleatgelato,2014-01-23T19:43:22
550,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,2014-01-23T19:43:29
551,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,2014-01-23T19:43:29
552,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,2014-01-23T19:43:29
553,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,2014-01-23T19:43:29
554,RT @truccotrucco why didnt i stay at the rally? im trapped in here the van is right outsdie the door,2014-01-23T19:43:33
555,RT @protoGuy cops and the van dude are hiding behind their doors - just like the movies,2014-01-23T19:43:33
556,RT @redisrad scary looking APD says #evacuate,2014-01-23T19:43:40
557,RT @sofitees i think a cop got shot! hes down?n might be dead,2014-01-23T19:43:41
558,RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,2014-01-23T19:43:45
559,RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,2014-01-23T19:43:45
560,RT @KronosStar Shots fired at Gelato Galore. Police officer is down. #KronosStar,2014-01-23T19:43:45
561,RT @CentralBulletin report of officer down as result of gun fire at Abila business Gelatogalore #Abila #CentralBulletin,2014-01-23T19:43:48
562,RT @Simon_Hamaeth I hope someone knows we're trapped in here #helpus #APD,2014-01-23T19:43:48
563,RT @megaMan @ben some reporters have shown up - not sure whos who,2014-01-23T19:43:57
564,RT @NewsOnlineToday Witnesses report police holding off multiple gunmen #Abila,2014-01-23T19:43:57
565,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,2014-01-23T19:44:00
566,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,2014-01-23T19:44:00
567,RT @panopticon somebody is shooting across the street at gelatogalore - just went to octavios for an ink cartridge,2014-01-23T19:44:00
568,RT @Sara_Nespola Somebody is shooting at us!,2014-01-23T19:44:00
569,RT @SiaradSea keping movig typinghard,2014-01-23T19:44:00
570,RT @FriendsOfKronos cop killed by POK terorists! where does the violence stop? #POK #terror,2014-01-23T19:44:03
571,RT @NewsOnlineToday Witnesses report gunmen have hostages #Abila,2014-01-23T19:44:03
572,RT @NewsOnlineToday Witnesses report gunmen have hostages #Abila,2014-01-23T19:44:03
573,"RT @megaMan Black van faces off two cop cars, shots fired, people undercover, not moving until its under control #troubleatgelato",2014-01-23T19:44:07
574,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,2014-01-23T19:44:22
575,RT @HomelandIlluminations BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,2014-01-23T19:44:22
576,RT @prettyRain cops outside i think there's something wrong,2014-01-23T19:44:22
577,RT @KronosStar Government officials are telling people to please stay away from the crime scene. #KronosStar,2014-01-23T19:44:28
578,RT @protoGuy going to move so I can get a better view,2014-01-23T19:44:29
579,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,2014-01-23T19:44:29
580,RT @roger_roger I'm here with?some other people - we're all hiding behind the counter.,2014-01-23T19:44:29
581,RT @AbilaPost reports of gun fire at Gelatogalore #APD are on the scene #AbilaPost,2014-01-23T19:44:41
582,RT @megaMan don't think anyone ran for it; they didn'thave time before police pulled in #TAG,2014-01-23T19:44:45
583,RT @KronosStar Shots fired at Gelato Galore. Police officer is down. #KronosStar,2014-01-23T19:44:45
584,RT @Simon_Hamaeth ambulance is here for the cop- wonder if he'll be okay #praying,2014-01-23T19:44:46
585,RT @NewsOnlineToday Witnesses report police holding off multiple gunmen #Abila,2014-01-23T19:44:57
586,RT @NewsOnlineToday Witnesses report police holding off multiple gunmen #Abila,2014-01-23T19:44:57
587,RT @megaMan @ben Its a cop. Not sure his status.,2014-01-23T19:44:57
588,RT @roger_roger Guy here thinks we can make a break for it. he's? chekcing the back room,2014-01-23T19:45:00
589,RT @truccotrucco OMG Abila Post says a cop got shot! what is happening??????,2014-01-23T19:45:03
590,RT @megaMan still only taking peeks #stayingbehindmymailbox #TAG,2014-01-23T19:45:03
591,RT @NewsOnlineToday Witnesses report gunmen have hostages #Abila,2014-01-23T19:45:03
592,RT @roger_roger what's going on out there?,2014-01-23T19:45:07
593,RT @HomelandIlluminations APD has one unit on site.,2014-01-23T19:45:11
594,RT @HomelandIlluminations APB reports more APD units en route,2014-01-23T19:45:11
595,"RT @megaMan @ben @george Can't see whos in the van yet, one cop",2014-01-23T19:45:13
596,RT @protoGuy hope the cop isn't dead,2014-01-23T19:45:22
597,RT @megaMan headlights from each car focused on the other #TAG,2014-01-23T19:45:22
598,RT @hempRules Gelato Galore is owed by a Tethys businessman,2014-01-23T19:45:23
599,RT @KronosStar Government officials are telling people to please stay away from the crime scene. #KronosStar,2014-01-23T19:45:28
600,RT @KronosStar Government officials are telling people to please stay away from the crime scene. #KronosStar,2014-01-23T19:45:28
601,RT @KronosStar Government officials are telling people to please stay away from the crime scene. #KronosStar,2014-01-23T19:45:28
602,RT @KronosStar Officials are asking public to be patient while APD resolves the issue. #KronosStar,2014-01-23T19:45:37
603,RT @megaMan Police starting to move about - still can't see anyone in van - probably empty #TAG,2014-01-23T19:45:40
604,RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,2014-01-23T19:45:45
605,RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,2014-01-23T19:45:45
606,RT @KronosStar Shots fired at Gelato Galore. Police officer is down. #KronosStar,2014-01-23T19:45:45
607,RT @KronosStar Shots fired at Gelato Galore. Police officer is down. #KronosStar,2014-01-23T19:45:45
608,RT @prettyRain OMGOMGOMG i'm scared -someones dead,2014-01-23T19:45:45
609,RT @roger_roger WTH? Did the stupid rally get?violent?,2014-01-23T19:45:45
610,RT @megaMan More police here and ambulance.  Good luck getting him out. #TAG,2014-01-23T19:45:46
611,RT @CentralBulletin report of officer down as result of gun fire at Abila business Gelatogalore #Abila #CentralBulletin,2014-01-23T19:45:48
612,RT @CentralBulletin officer has been shot ambulance dispatched to gelatogalore shooting #Abila #CentralBulletin,2014-01-23T19:45:57
613,RT @KronosStar APD is evacuating the area and ask that the public refrain from gawking  #KronosStar,2014-01-23T19:46:00
614,RT @KronosStar APD is evacuating the area and ask that the public refrain from gawking  #KronosStar,2014-01-23T19:46:00
615,RT @KronosStar APD is evacuating the area and ask that the public refrain from gawking  #KronosStar,2014-01-23T19:46:00
616,RT @HomelandIlluminations APD has one unit on site.,2014-01-23T19:46:11
617,RT @megaMan Cop and buddy run out to ambulance. #TAG,2014-01-23T19:46:11
618,RT @HomelandIlluminations APB reports more APD units en route,2014-01-23T19:46:11
619,RT @HomelandIlluminations APB reports more APD units en route,2014-01-23T19:46:11
620,RT @ernieO Let us support the victims. may the attackers know killing is not the solution.,2014-01-23T19:46:22
621,RT @brontes_riff COPS everywhere!,2014-01-23T19:46:22
622,RT @KronosStar Government officials are telling people to please stay away from the crime scene. #KronosStar,2014-01-23T19:46:28
623,RT @KronosStar Officials are asking public to be patient while APD resolves the issue. #KronosStar,2014-01-23T19:46:37
624,RT @KronosStar Officials are asking public to be patient while APD resolves the issue. #KronosStar,2014-01-23T19:46:37
625,RT @KronosStar Officials are asking public to be patient while APD resolves the issue. #KronosStar,2014-01-23T19:46:37
626,RT @AbilaPost Police evacuating corner around Alexandiras and Ithakis for public safety,2014-01-23T19:46:40
627,RT @AbilaPost Police evacuating corner around Alexandiras and Ithakis for public safety,2014-01-23T19:46:40
628,RT @soulofShi Wow! Most excitement this town has seen in a while.  Going down to #GG to check it out. Who's with me?,2014-01-23T19:47:00
629,RT @HomelandIlluminations Evacuation expanded to include more buildings. #HI,2014-01-23T19:47:00
630,RT @dangermice Lots of displaced people wonder where they will all go tonight,2014-01-23T19:47:00
631,RT @InternationalNews Continued evacuations n the Abila Dancing Dolphin Fire #abila #IntNews,2014-01-23T19:47:00
632,RT @HomelandIlluminations additional APD units on site of hostage scene,2014-01-23T19:47:00
633,RT @HomelandIlluminations APB reports more APD units en route,2014-01-23T19:47:11
634,RT @KronosStar Officials are asking public to be patient while APD resolves the issue. #KronosStar,2014-01-23T19:47:37
635,RT @HomelandIlluminations Ambulance arrived at scene of standoff,2014-01-23T19:47:39
636,RT @AbilaPost Police evacuating corner around Alexandiras and Ithakis for public safety,2014-01-23T19:47:40
637,RT @onl1neRecords doin the Fun'n'Run this weekend #abilacityPark,2014-01-23T19:47:41
638,RT @CentralBulletin Additional police units have responded to shooting scene #Abila #CentralBulletin,2014-01-23T19:47:41
639,RT @megaMan Behind a telephone pole #TAG #stillonit,2014-01-23T19:47:51
640,RT @CentralBulletin officer has been shot ambulance dispatched to gelatogalore shooting #Abila #CentralBulletin,2014-01-23T19:47:57
641,RT @CentralBulletin officer has been shot ambulance dispatched to gelatogalore shooting #Abila #CentralBulletin,2014-01-23T19:47:57
642,RT @praise111 prayers for the injured police officer and his family,2014-01-23T19:48:00
643,RT @KronosStar APD is evacuating the area and ask that the public refrain from gawking  #KronosStar,2014-01-23T19:48:00
644,RT @KronosStar APD is evacuating the area and ask that the public refrain from gawking  #KronosStar,2014-01-23T19:48:00
645,RT @HomelandIlluminations additional APD units on site of hostage scene,2014-01-23T19:48:00
646,RT @HomelandIlluminations additional APD units on site of hostage scene,2014-01-23T19:48:00
647,RT @roger_roger Guy just came back - says he looked out the back door and saw a black van and guys with guns.,2014-01-23T19:48:00
648,RT @KronosStar Additional APD units have been called to the scene of the shooting near General Grocer and Gelato Galore. #KronosStar,2014-01-23T19:48:00
649,"RT @brontes_riff Oh, guess that's just the neighbors",2014-01-23T19:48:11
650,RT @michelleR Thank you to #APD #AFD for your brave service! #AbilasFinest,2014-01-23T19:48:22
651,RT @truccotrucco looks like there are 3 cop cars and the black van two people in the front of van #shooting,2014-01-23T19:48:23
652,RT @ernieO What the heck is going on today!? Craziness!,2014-01-23T19:48:40
653,RT @AbilaPost Police evacuating corner around Alexandiras and Ithakis for public safety,2014-01-23T19:48:40
654,RT @AbilaPost Police evacuating corner around Alexandiras and Ithakis for public safety,2014-01-23T19:48:40
655,RT @surferMan the terorrist are off their rockers - they should all go back to church,2014-01-23T19:48:41
656,RT @CentralBulletin Additional police units have responded to shooting scene #Abila #CentralBulletin,2014-01-23T19:48:41
657,RT @InternationalNews Abila police department is keeping people away from the scene of the shooting. #IntNews,2014-01-23T19:48:41
658,RT @HomelandIlluminations Evacuation expanded to include more buildings. #HI,2014-01-23T19:49:00
659,RT @hempRules Jax got called in to go help with #AbilaFire. #BravestHusbandEver #AbilasFinest,2014-01-23T19:49:00
660,RT @KronosStar APD is evacuating the area and ask that the public refrain from gawking  #KronosStar,2014-01-23T19:49:00
661,RT @InternationalNews Continued evacuations n the Abila Dancing Dolphin Fire #abila #IntNews,2014-01-23T19:49:00
662,RT @InternationalNews Continued evacuations n the Abila Dancing Dolphin Fire #abila #IntNews,2014-01-23T19:49:00
663,RT @HomelandIlluminations additional APD units on site of hostage scene,2014-01-23T19:49:00
664,RT @grlPwrz505 Wanna get my van detailed -recommendations? #blackvansrules,2014-01-23T19:49:13
665,RT @roger_roger I think we're stuck,2014-01-23T19:49:21
666,RT @Sara_Nespola guy in the van has a gun and he doesn't seem too stable,2014-01-23T19:49:22
667,RT @CentralBulletin Additional police units have responded to shooting scene #Abila #CentralBulletin,2014-01-23T19:49:41
668,RT @CentralBulletin Additional police units have responded to shooting scene #Abila #CentralBulletin,2014-01-23T19:49:41
669,RT @CentralBulletin Additional police units have responded to shooting scene #Abila #CentralBulletin,2014-01-23T19:49:41
670,RT @CentralBulletin Additional police units have responded to shooting scene #Abila #CentralBulletin,2014-01-23T19:49:41
671,RT @InternationalNews Abila police department is keeping people away from the scene of the shooting. #IntNews,2014-01-23T19:49:41
672,RT @HomelandIlluminations additional APD units on site of hostage scene,2014-01-23T19:50:00
673,RT @protoGuy more cops have come this is getting real,2014-01-23T19:50:00
674,RT @panopticon looks the cop might be up now #APD,2014-01-23T19:50:00
675,RT @InternationalNews Abila police department is keeping people away from the scene of the shooting. #IntNews,2014-01-23T19:50:41
676,RT @AbilaPost Ambulance has arrived for the wounded #APD officer - hope all is well #AbilaPost,2014-01-23T19:50:41
677,RT @AbilaPoliceDepartment Reporting a police event at Ithakis and Alexandrias. Please avoid this area while we resolve the situation. #APD,2014-01-23T19:51:00
678,RT @Simon_Hamaeth so scary #standoff,2014-01-23T19:51:00
679,RT @footfingers the cops are scared of the people rising up against the system #POK,2014-01-23T19:51:00
680,RT @AbilaPost Ambulance has arrived for the wounded #APD officer - hope all is well #AbilaPost,2014-01-23T19:51:41
681,RT @AbilaPost Ambulance has arrived for the wounded #APD officer - hope all is well #AbilaPost,2014-01-23T19:51:41
682,RT @truccotrucco ambulance has arrived hopefully getting the cop to the hospital fast praying hes OK #shooting,2014-01-23T19:52:00
683,RT @roger_roger gonna make a break for it. wish me luck.,2014-01-23T19:52:00
684,RT @joyBubbles I feel to awful about the attack on these poor people. we can send robots to mars why can't we find a way to stop ivolence,2014-01-23T19:53:00
685,RT @anaregents Viktor-E is playing Ode to Juliana which is so sad #RememberJuliana #RememberElian #POK,2014-01-23T19:53:00
686,RT @NewsOnlineToday Dancing Dolphin fire in abila continues. Hoping for the best. #NewsOnline,2014-01-23T19:54:00
687,RT @Sara_Nespola they took the cop in an ambulance must not be dead.,2014-01-23T19:55:33
688,RT @cleaningFish work from home & make money hand over fist #POK,2014-01-23T19:56:33
689,RT @roger_roger looked out back door - cop waved me to get back inside and stay. crap.,2014-01-23T19:57:00
690,RT @CentralBulletin Abila Police SWAT team has arrived at scene of stand off #Abila #CentralBulletin,2014-01-23T19:57:57
691,RT @megaMan Big official truck shows up.  Not sure who these guys are  #TAG,2014-01-23T19:58:00
692,RT @FriendsOfKronos #APD swat on the scene! take the terrorists down boys! #POK,2014-01-23T19:58:00
693,RT @prettyRain says we haev to stay here,2014-01-23T19:58:00
694,RT @HomelandIlluminations Tactical units have arrived at scene,2014-01-23T19:58:32
695,RT @protoGuy swat has shown up,2014-01-23T19:59:00
696,RT @roger_roger we decided to stay put. couple of us are gonna block the doors so no one can get inside.,2014-01-23T19:59:32
697,RT @protoGuy dude in the van says he's gonna shot a hostage if they dont let him go,2014-01-23T20:00:13
698,RT @megaMan black clothes guys yelling at van guys #TAG,2014-01-23T20:00:13
699,RT @NewsOnlineToday tactical units arrived at scene #Abila,2014-01-23T20:00:13
700,RT @NewsOnlineToday tactical units arrived at scene #Abila,2014-01-23T20:00:13
701,RT @NewsOnlineToday tactical units arrived at scene #Abila,2014-01-23T20:00:13
702,RT @CentralBulletin Abila Police SWAT team has arrived at scene of stand off #Abila #CentralBulletin,2014-01-23T20:00:57
703,RT @truccotrucco cant believe theres no backdoor here im ready to run! #standoff,2014-01-23T20:01:00
704,RT @megaMan black clothes guys not setting up. gonna stay put for now.  wish I knew what they said.  #TAG,2014-01-23T20:01:00
705,RT @NewsOnlineToday tactical units arrived at scene #Abila,2014-01-23T20:01:13
706,RT @NewsOnlineToday tactical units arrived at scene #Abila,2014-01-23T20:01:13
707,RT @protoGuy can't see any hostages in the van - they must be in the back,2014-01-23T20:01:31
708,RT @HomelandIlluminations Tactical units have arrived at scene,2014-01-23T20:01:32
709,RT @protoGuy swat is pulling back omg police are lame just shoot him,2014-01-23T20:02:00
710,RT @Simon_Hamaeth i've never seen SWAT up close not sure i wanted to #standoff,2014-01-23T20:02:00
711,RT @truccotrucco guy in the van keeps yeelling at cops cant hear him but looks mad #standoff,2014-01-23T20:02:13
712,RT @KronosStar APD reports the shooter near Gelato Galore and General Grocer has a hostage. #KronosStar,2014-01-23T20:02:13
713,RT @NewsOnlineToday tactical units arrived at scene #Abila,2014-01-23T20:02:13
714,RT @InternationalNews Abila situation has escalated and now involved the SWAT unit. #intNews,2014-01-23T20:02:31
715,RT @InternationalNews Abila situation has escalated and now involved the SWAT unit. #intNews,2014-01-23T20:02:31
716,RT @KronosStar APD transitioning command to SWAT. #KronosStar,2014-01-23T20:04:00
717,RT @HomelandIlluminations SWAT team appears to have taken command,2014-01-23T20:02:57
718,RT @HomelandIlluminations SWAT team appears to have taken command,2014-01-23T20:02:57
719,RT @HomelandIlluminations SWAT team appears to have taken command,2014-01-23T20:03:57
720,RT @HomelandIlluminations SWAT team appears to have taken command,2014-01-23T20:03:57
721,RT @FriendsOfKronos APD stop the terrorists before they cut the hostages head off! #POK,2014-01-23T20:04:11
722,RT @prettyRain Is anyone going to help us??!!???,2014-01-23T20:04:11
723,RT @HomelandIlluminations SWAT team appears to have taken command,2014-01-23T20:04:57
724,RT @HomelandIlluminations SWAT team appears to have taken command,2014-01-23T20:04:57
725,RT @HomelandIlluminations SWAT team appears to have taken command,2014-01-23T20:04:57
726,RT @protoGuy I see?some swat dudes setting up on the top of a building,2014-01-23T20:05:32
727,RT @megaMan thanks for the new follows all!  Im fairly safe here.  Police are working crowd down the street #TAG,2014-01-23T20:05:32
728,RT @megaMan im just seeing someone talking to van guys. if there is anyone in the van they are still in there #TAG,2014-01-23T20:05:57
729,RT @HomelandIlluminations SWAT team appears to have taken command,2014-01-23T20:05:57
730,RT @martaO #stoodup I'll die #alone n #childless,2014-01-23T20:06:00
731,RT @KronosStar APD is evacuating the businesses near the Gelato Galore standoff. #KronosStar,2014-01-23T20:06:00
732,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,2014-01-23T20:06:45
733,RT @megaMan sending IMs to friends - they hear about the incident  #TAG,2014-01-23T20:07:00
734,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,2014-01-23T20:07:13
735,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,2014-01-23T20:07:13
736,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,2014-01-23T20:07:13
737,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,2014-01-23T20:07:45
738,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,2014-01-23T20:08:09
739,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,2014-01-23T20:08:09
740,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,2014-01-23T20:08:13
741,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,2014-01-23T20:08:45
742,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,2014-01-23T20:08:45
743,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,2014-01-23T20:08:45
744,RT @sofitees #APD is evacuating us #standoff,2014-01-23T20:09:00
745,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,2014-01-23T20:09:01
746,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,2014-01-23T20:09:09
747,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,2014-01-23T20:09:09
748,RT @megaMan lots of discussion - can't hear most #TAG,2014-01-23T20:09:13
749,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,2014-01-23T20:09:13
750,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,2014-01-23T20:09:13
751,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,2014-01-23T20:09:45
752,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,2014-01-23T20:10:01
753,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,2014-01-23T20:10:01
754,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,2014-01-23T20:10:01
755,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,2014-01-23T20:10:09
756,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,2014-01-23T20:10:09
757,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,2014-01-23T20:10:09
758,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,2014-01-23T20:10:09
759,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,2014-01-23T20:10:09
760,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,2014-01-23T20:10:09
761,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,2014-01-23T20:10:13
762,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,2014-01-23T20:10:13
763,RT @megaMan probably not getting anywhere #TAG,2014-01-23T20:10:27
764,RT @FriendsOfKronos why talk? take em down! #POK,2014-01-23T20:11:00
765,RT @Sara_Nespola I think i see people coming out the back of the General Grocer,2014-01-23T20:11:00
766,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,2014-01-23T20:11:01
767,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,2014-01-23T20:11:09
768,RT @GreyCatCollectibles Need rest - the stress is killing me. My pictures... grandma's recipes... pictures of Timmy... my harpsichord,2014-01-23T20:11:09
769,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,2014-01-23T20:11:09
770,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,2014-01-23T20:11:09
771,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,2014-01-23T20:11:09
772,RT @HomelandIlluminations APD is negotiating with gunmen for peaceful solution.,2014-01-23T20:11:17
773,RT @AbilaPoliceDepartment We're asking the public to stay away from the corner of Alexandrias & Ithakis while we resolve this emerging issue,2014-01-23T20:12:00
774,RT @sofitees mom im ok cops r here dont worry im across the street but safe,2014-01-23T20:12:00
775,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,2014-01-23T20:12:01
776,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,2014-01-23T20:12:01
777,RT @NewsOnlineToday Injured firefighter in Dancing Dolphin fire in Abila. #NewsOnline,2014-01-23T20:12:17
778,RT @NewsOnlineToday Injured firefighter in Dancing Dolphin fire in Abila. #NewsOnline,2014-01-23T20:12:17
779,RT @HomelandIlluminations APD is negotiating with gunmen for peaceful solution.,2014-01-23T20:12:17
780,RT @CentralBulletin negotiations begin between shooter and police #Abila #CentralBulletin,2014-01-23T20:12:21
781,RT @Officia1AbilaPost Top cruise destinations - where does #Abila rank?  smad.co.kronos/20cn8389,2014-01-23T20:12:38
782,RT @hennyhenhendrix police just knocked on my door about the car!,2014-01-23T20:13:00
783,RT @MarcusDrymiau aw dang its a hostage thing #definitelygonnabelate,2014-01-23T20:13:00
