,type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
616,mbdata,20140123190224,KronosQuoth,if re go hell keep go   pokral hi,,,
617,mbdata,20140123190231,wiseWords,rt @homelandillumin fire still control   smoke continu pour window hi,,,
618,mbdata,20140123190231,jgrobannne,rt @homelandillumin fire still control   smoke continu pour window hi,,,
619,mbdata,20140123190231,sarajane,rt @homelandillumin fire still control   smoke continu pour window hi,,,
620,mbdata,20140123190231,wireHead1122,rt @abilaallfaith do lose faith   abila all faith church support victim dancingdophinsfir,,,
621,mbdata,20140123190242,slamrjamr,rt @homelandillumin no word trap resid hi,,,
622,mbdata,20140123190246,luvMyPants,rt @saveourwildland renew energi sustain busi futur sow.kronos/whowear,,,
623,mbdata,20140123190255,KronosQuoth,your problem n't problem your reaction problem   pokral hi,,,
624,mbdata,20140123190300,vetsRock,rt @dangermic someon got rescu look realli bad   abilafir,,,
625,mbdata,20140123190300,muppiesRock,rt @abilapost sylvia marek thank speaker lucio jakab lorenzo di stefano dr. newman pokral abilapost,,,
626,mbdata,20140123190300,vonneka,rt @abilapost sylvia marek thank speaker lucio jakab lorenzo di stefano dr. newman pokral abilapost,,,
627,mbdata,20140123190301,lordWally,rt @homelandillumin a resid may trap upper floor hi,,,
628,mbdata,20140123190319,Clevvah4Evah,what number pin number pok ralli grammar,,,
629,mbdata,20140123190319,KronosQuoth,it never late might   kronosstar pokral,,,
630,mbdata,20140123190319,Clevvah4Evah,do n't disinterest movi pok ralli grammar,,,
631,mbdata,20140123190319,KronosQuoth,peopl succeed momentum the succeed want succeed find way succeed pokral hi,,,
632,mbdata,20140123190331,rrWine,rt @homelandillumin fire still control   smoke continu pour window hi,,,
633,mbdata,20140123190331,dtennent,rt @homelandillumin fire still control   smoke continu pour window hi,,,
634,mbdata,20140123190342,slamrjamr,rt @abilapost firefight rescu resid upper floor @dancingdolphin abilapost,,,
635,mbdata,20140123190342,vetsRock,rt @homelandillumin no word trap resid hi,,,
636,mbdata,20140123190342,soup4u,rt @homelandillumin no word trap resid hi,,,
637,mbdata,20140123190342,siliconKing,rt @homelandillumin no word trap resid hi,,,
638,mbdata,20140123190342,vonneka,rt @homelandillumin no word trap resid hi,,,
639,mbdata,20140123190343,KronosQuoth,the start point achiev desir   pokral hi,,,
640,mbdata,20140123190343,KronosQuoth,eighti percent success show   kronosstar pokral,,,
641,mbdata,20140123190343,KronosQuoth,good thing come peopl wait better thing come go get   pokral hi,,,
642,mbdata,20140123190343,KronosQuoth,all progress take place outsid comfort zone   pokral hi,,,
643,mbdata,20140123190348,POK,sylvia remind us make differ everyday day make world better place,,,
644,mbdata,20140123190348,SaveOurWildlands,sow want thank everyon show support,,,
645,ccdata,20140123190348,,disturb nois,,,N. Hacia St / N. Carretera St
646,mbdata,20140123190400,dolls4sale,rt @greycatcollect hear come folk 3 afd carri marta build afdhero,,,
647,mbdata,20140123190400,joyce101,rt @onlythetruth miss anoth amatu,,,
648,mbdata,20140123190400,worldWatcher,rt @abilapost sylvia marek thank speaker lucio jakab lorenzo di stefano dr. newman pokral abilapost,,,
649,mbdata,20140123190400,wiseWords,rt @abilapost sylvia marek thank speaker lucio jakab lorenzo di stefano dr. newman pokral abilapost,,,
650,mbdata,20140123190405,KronosQuoth,success peopl unsuccess peopl will dodon't wish easier wish better   pokral hi,,,
651,mbdata,20140123190426,KronosQuoth,a success man one lay firm foundat brick other thrown   pokral hi,,,
652,mbdata,20140123190426,KronosQuoth,the first step toward success taken refus captiv environ first find   pokral hi,,,
653,mbdata,20140123190426,KronosQuoth,develop success failur discourag failur two surest step stone success   pokral hi,,,
654,mbdata,20140123190426,KronosQuoth,bless meek shall inherit earth   kronosstar pokral,,,
655,mbdata,20140123190431,phantomagate,rt @homelandillumin fire still control   smoke continu pour window hi,,,
656,mbdata,20140123190431,sithLordJames,rt @homelandillumin fire still control   smoke continu pour window hi,,,
657,mbdata,20140123190454,Clevvah4Evah,how far pari franc pok ralli grammar,,,
658,mbdata,20140123190454,cheapgoods998,how 's credit rate need boost fixit.kronos/creditr abila badcredit,,,
659,mbdata,20140123190454,KronosQuoth,educ cost money   but ignor   kronosstar pokral,,,
660,mbdata,20140123190500,HomelandIlluminations,traffic divert area hi,,,
661,mbdata,20140123190500,martaO,offici late firstdatedisast,,,
662,mbdata,20140123190500,trollingsnark,and cop must realli want someth lookingforsometh,,,
663,mbdata,20140123190500,POK,stay us hear viktor e play abila citi park,,,
664,mbdata,20140123190500,ourcountryourrights,thank sylvia night inspir pok,,,
665,mbdata,20140123190500,ReggieWassali,speech done time tune viktor e pokral,,,
666,mbdata,20140123190517,hotdrugs225,i trust goodstuff.kronos/link abilasfinest,,,
667,mbdata,20140123190517,Clevvah4Evah,april 31 2013 alway rememb date pok ralli grammar,,,
668,mbdata,20140123190517,Clevvah4Evah,i would like return complement pok ralli grammar,,,
669,mbdata,20140123190517,KronosQuoth,you without sin cast first stone   kronosstar pokral,,,
670,mbdata,20140123190545,Clevvah4Evah,alway flush idea present pok ralli grammar,,,
671,mbdata,20140123190545,KronosQuoth,bless give without rememb take without forget   pokral hi,,,
672,mbdata,20140123190554,HomelandIlluminations,woman rescu treat injuries.#hi,,,
673,mbdata,20140123190554,maha_Homeland,close remark pok leader sylvia marek,,,
674,ccdata,20140123190554,,park check,,,4999 N. Parla St
675,mbdata,20140123190600,dolls4sale,rt @abilapost sylvia marek thank speaker lucio jakab lorenzo di stefano dr. newman pokral abilapost,,,
676,mbdata,20140123190600,farmboy,rt @abilapost sylvia marek thank speaker lucio jakab lorenzo di stefano dr. newman pokral abilapost,,,
677,mbdata,20140123190600,sithLordJames,rt @homelandillumin traffic divert area hi,,,
678,mbdata,20140123190600,slamrjamr,rt @homelandillumin traffic divert area hi,,,
679,mbdata,20140123190608,KronosQuoth,the battl count nt one gold medal the struggl within kronosstar pokral,,,
680,mbdata,20140123190608,KronosQuoth,how wonder nobodi need wait singl moment start improv world   kronosstar pokral,,,
681,mbdata,20140123190636,KronosQuoth,you ve got get everi morn determin re go go bed satisfact   pokral hi,,,
682,mbdata,20140123190700,microBanana,rt @homelandillumin traffic divert area hi,,,
683,mbdata,20140123190700,martaflores,i 'm okay go hospit thanksafd,,,
684,mbdata,20140123190700,trollingsnark,@nico watch six expand area,,,
685,mbdata,20140123190700,eliza003,i trust refer.kronos/phish pokral,,,
686,mbdata,20140123190700,POK,syvlia thank everyon come support pok,,,
687,mbdata,20140123190700,maha_Homeland,viktor e return stage,,,
688,mbdata,20140123190700,KronosStar,pok ralli end concert band viktor e. the crowd calmer usual pok ralli polic remain vigil kronosstar,,,
689,mbdata,20140123190700,AbilaPost,viktor e return stage play anoth hour pokral abilapost,,,
690,mbdata,20140123190700,anaregents,i wuz wrong viktor e go play hour viktor e pokral,,,
691,mbdata,20140123190700,truthforcadau,play circl miss viktor e pok,36.051,24.854,
692,ccdata,20140123190700,,traffic stop,,,N. Thermopilon St / N. Carnero St
693,mbdata,20140123190700,KronosQuoth,if n't valu time neither other stop give away time talents- start charg   pokral hi,,,
694,mbdata,20140123190730,KronosQuoth,you ca nt fall nt climb   but joy live whole life ground   kronosstar pokral,,,
695,mbdata,20140123190751,KronosQuoth,whatev mind man conceiv believ achiev   kronosstar pokral,,,
696,mbdata,20140123190751,KronosQuoth,the futur heal descript marvel pokral hi,,,
697,mbdata,20140123190751,KronosQuoth,chang thought chang world   kronosstar pokral,,,
698,mbdata,20140123190800,siliconKing,rt @homelandillumin traffic divert area hi,,,
699,mbdata,20140123190800,gardener4958,rt @homelandillumin traffic divert area hi,,,
700,mbdata,20140123190800,sithLordJames,rt @kronosstar pok ralli end concert band viktor e. the crowd calmer usual pok ralli polic remain vigil kronosstar,,,
701,mbdata,20140123190800,luvMyPants,rt @truthforcadau play circl miss viktor e pok,,,
702,mbdata,20140123190811,Clevvah4Evah,that bad i carpool tunnel pok ralli grammar,,,
703,mbdata,20140123190811,KronosQuoth,the person destin becom person decid   kronosstar pokral,,,
704,mbdata,20140123190811,Clevvah4Evah,my boss made 360 last decis pok ralli grammar,,,
705,mbdata,20140123190811,KronosQuoth,happi someth readymad   it come action   kronosstar pokral,,,
706,mbdata,20140123190837,KronosQuoth,the mean life find gift the purpos life give away   pokral hi,,,
707,mbdata,20140123190837,KronosQuoth,you ca nt fall nt climb   but joy live whole life ground   kronosstar pokral,,,
708,mbdata,20140123190900,lindyT,rt @homelandillumin traffic divert area hi,,,
709,mbdata,20140123190900,lindyT,rt @homelandillumin traffic divert area hi,,,
710,mbdata,20140123190900,jaques,rt @homelandillumin traffic divert area hi,,,
711,mbdata,20140123190900,vetsRock,rt @ourcountryourright thank sylvia night inspir pok,,,
712,mbdata,20140123190900,sarajane,rt @martaflor i 'm okay go hospit thanksafd,,,
713,mbdata,20140123190900,worldWatcher,rt @kronosstar pok ralli end concert band viktor e. the crowd calmer usual pok ralli polic remain vigil kronosstar,,,
714,mbdata,20140123190906,Clevvah4Evah,your spell grammer atroti pok ralli grammar,,,
715,mbdata,20140123190906,KronosQuoth,everi child artist   the problem remain artist grow   kronosstar pokral,,,
716,mbdata,20140123190930,KronosQuoth,to accomplish great thing must act also dream plan also believ pokral hi,,,
717,mbdata,20140123190930,KronosQuoth,bless meek shall inherit earth   kronosstar pokral,,,
718,mbdata,20140123190930,Clevvah4Evah,alway flush idea present pok ralli grammar,,,
719,mbdata,20140123190930,KronosQuoth,peopl often say motiv nt last well neither bath   that recommend daili   kronosstar pokral,,,
720,mbdata,20140123190950,KronosQuoth,if dream achiev   kronosstar pokral,,,
721,mbdata,20140123191000,henri,rt @kronosstar pok ralli end concert band viktor e. the crowd calmer usual pok ralli polic remain vigil kronosstar,,,
722,mbdata,20140123191000,lordWally,rt @kronosstar pok ralli end concert band viktor e. the crowd calmer usual pok ralli polic remain vigil kronosstar,,,
723,mbdata,20140123191000,jgrobannne,rt @anareg i wuz wrong viktor e go play hour viktor e pokral,,,
724,mbdata,20140123191000,HomelandIlluminations,more fire truck scene   offici report fire control hi,,,
725,mbdata,20140123191000,NewsOnlineToday,trap resid rescu abila fire abila newsonlin,,,
726,mbdata,20140123191000,AbilaFireDept,abila fire depart truck 12 30 arrived?at danc dolphin fire reliev truck 41 57 afd,,,
727,mbdata,20140123191000,GreyCatCollectibles,my doll collect stuf anim collect allruin,,,
728,mbdata,20140123191000,dangermice,they take rescu person hospit hope 's okay,36.059,24.894,
729,mbdata,20140123191000,martaO,apd afd badg uniform everywher marriagemateri,,,
730,mbdata,20140123191000,Viktor-E,what make danc viktor-e.kronos/ourlistenerstori,,,
731,mbdata,20140123191000,truccotrucco,gelatogalor good,36.059,24.856,
732,ccdata,20140123191000,,alarm secur no crime,,,2727 N. Thessalias St
733,mbdata,20140123191015,KronosQuoth,life find life creat   pokral hi,,,
734,mbdata,20140123191015,KronosQuoth,you take life hand happen a terribl thing one blame   kronosstar pokral,,,
735,mbdata,20140123191037,KronosQuoth,success sum small effort repeat day day   pokral hi,,,
736,mbdata,20140123191100,slamrjamr,rt @kronosstar pok ralli end concert band viktor e. the crowd calmer usual pok ralli polic remain vigil kronosstar,,,
737,mbdata,20140123191100,stolkfair,rt @kronosstar pok ralli end concert band viktor e. the crowd calmer usual pok ralli polic remain vigil kronosstar,,,
738,mbdata,20140123191100,phantomagate,rt @kronosstar pok ralli end concert band viktor e. the crowd calmer usual pok ralli polic remain vigil kronosstar,,,
739,mbdata,20140123191100,brain448,rt @newsonlinetoday trap resid rescu abila fire abila newsonlin,,,
740,mbdata,20140123191100,brain448,rt @newsonlinetoday trap resid rescu abila fire abila newsonlin,,,
741,mbdata,20140123191107,cminvestments11,i trust goodstuff.kronos/link abilasfinest,,,
742,mbdata,20140123191135,KronosQuoth,you never cross ocean courag lose sight shore   kronosstar pokral,,,
743,mbdata,20140123191135,KronosQuoth,everi child artist   the problem remain artist grow   kronosstar pokral,,,
744,mbdata,20140123191135,KronosQuoth,if will risk usual settl ordinari   pokral hi,,,
745,mbdata,20140123191145,KronosStar,abila fd request two fresh fire unit replac origin respond unit kronosstar dancingdolphinfir,,,
746,mbdata,20140123191145,GreyCatCollectibles,longer smokefreehom noresalevalu,,,
747,mbdata,20140123191145,martaO,'s go think i 'm come answer phone,,,
748,mbdata,20140123191145,OnlytheTruth,how start dolphin fire tellm,,,
749,mbdata,20140123191200,sithLordJames,rt @newsonlinetoday trap resid rescu abila fire abila newsonlin,,,
750,mbdata,20140123191200,slamrjamr,rt @newsonlinetoday trap resid rescu abila fire abila newsonlin,,,
751,mbdata,20140123191202,AbilaPost,two afd unit call replac firefight scene?@dancingdolphin?#abilapost,,,
752,mbdata,20140123191202,OnlytheTruth,mmm tast like chicken,,,
753,mbdata,20140123191202,truccotrucco,gelato pomm frite best gelatogalor,36.059,24.856,
754,mbdata,20140123191205,KronosQuoth,when i let go i i becom i might   kronosstar pokral,,,
755,mbdata,20140123191205,KronosQuoth,take one idea make one idea life think dream live idea.#pokr hi,,,
756,mbdata,20140123191205,KronosQuoth,dream form plan   kronosstar pokral,,,
757,mbdata,20140123191205,KronosQuoth,the start point achiev desir   pokral hi,,,
758,mbdata,20140123191228,KronosQuoth,failur condiment give success flavor   pokral hi,,,
759,mbdata,20140123191228,KronosQuoth,life 10 happen 90 i react   kronosstar pokral,,,
760,mbdata,20140123191228,Clevvah4Evah,i liter felt like blow pok ralli grammar,,,
761,mbdata,20140123191228,KronosQuoth,we becom think   kronosstar pokral,,,
762,mbdata,20140123191252,KronosQuoth,innov distinguish leader follow   pokral hi,,,
763,mbdata,20140123191252,Clevvah4Evah,i liter felt like blow pok ralli grammar,,,
764,mbdata,20140123191252,KronosQuoth,if wind serv take oar   kronosstar pokral,,,
765,mbdata,20140123191300,dtennent,rt @abilafiredept abila fire depart truck 12 30 arrived?at danc dolphin fire reliev truck 41 57 afd,,,
766,mbdata,20140123191318,KronosQuoth,the person destin becom person decid   kronosstar pokral,,,
767,mbdata,20140123191338,KronosQuoth,as look ahead next centuri leader empow other   pokral hi,,,
768,mbdata,20140123191359,carjunkers,a tear 1 water 99 feel pok ralli grammar,,,
769,mbdata,20140123191359,KronosQuoth,you ca nt use creativ   the use   kronosstar pokral,,,
770,mbdata,20140123191359,Clevvah4Evah,you got low self coincid pok ralli grammar,,,
771,mbdata,20140123191359,KronosQuoth,the road success road failur almost exact   pokral hi,,,
772,mbdata,20140123191400,worldWatcher,rt @newsonlinetoday trap resid rescu abila fire abila newsonlin,,,
773,mbdata,20140123191400,BlueVelvet,rt @greycatcollect my doll collect stuf anim collect allruin,,,
774,ccdata,20140123191407,,misdemeanor assault in progress,,,5097 N. Asiant St
775,mbdata,20140123191420,KronosQuoth,do n't let interfer   pokral hi,,,
776,mbdata,20140123191420,Clevvah4Evah,your spell grammer atroti pok ralli grammar,,,
777,mbdata,20140123191420,KronosQuoth,the place success come work dictionari   pokral hi,,,
778,mbdata,20140123191445,rnbwBrite,rt @martao 's go think i 'm come answer phone,,,
779,mbdata,20140123191445,dolls4sale,rt @onlythetruth how start dolphin fire tellm,,,
780,mbdata,20140123191445,KronosQuoth,littl mind tame subdu misfortun great mind rise   pokral hi,,,
781,mbdata,20140123191500,GreyCatCollectibles,flash ligth everywher timmi 's get realli jumpi wish i carrier,,,
782,mbdata,20140123191500,mailfoool,fire sale huge furnitur sale downtown abila welksfurnitur,,,
783,mbdata,20140123191500,AbilaPost,concern violenc proven unfound pokral abilapost,,,
784,mbdata,20140123191500,ourcountryourrights,sittin park look govt build wonderig re worri caus chang come pok,,,
785,mbdata,20140123191500,truthforcadau,dancin time thank pok thank sylvia pok peac,36.051,24.854,
786,mbdata,20140123191500,truccotrucco,look like miss viktor e bad gelatogalor nt food stand ralli pok,36.059,24.856,
787,mbdata,20140123191509,KronosQuoth,certain thing catch eye pursu captur heart   kronosstar pokral,,,
788,mbdata,20140123191509,KronosQuoth,you becom believ   kronosstar pokral,,,
789,mbdata,20140123191530,KronosQuoth,go confid direct dream   live life imagin   kronosstar pokral,,,
790,mbdata,20140123191559,Clevvah4Evah,my boss alway impact pok ralli grammar,,,
791,mbdata,20140123191559,KronosQuoth,our live begin end day becom silent thing matter   kronosstar pokral,,,
792,mbdata,20140123191559,KronosQuoth,success walk failur failur loss enthusiasm   pokral hi,,,
793,mbdata,20140123191559,KronosQuoth,the person destin becom person decid   kronosstar pokral,,,
794,mbdata,20140123191607,KronosStar,an addit polic unit arriv scene help crowd control kronosstar dancingdolphinfir,,,
795,mbdata,20140123191607,HomelandIlluminations,more polic arriv evacu crowd control hi,,,
796,mbdata,20140123191607,dangermice,wow polic abilafir,36.059,24.894,
797,mbdata,20140123191607,AbilaAllFaith,we open door need emerg shelter dancingdolphinsfir,,,
798,mbdata,20140123191607,trollingsnark,more crowd control wait wait,,,
799,mbdata,20140123191607,CentralBulletin,concern violenc prove unfound abila centralbulletin,,,
800,ccdata,20140123191607,,traffic stop,,,3398 N. Polvo St
801,mbdata,20140123191624,KronosQuoth,the person destin becom person decid   kronosstar pokral,,,
802,mbdata,20140123191624,KronosQuoth,what seem us bitter trial often bless disguis pokral hi,,,
803,mbdata,20140123191624,KronosQuoth,there one way avoid critic noth say noth noth   kronosstar pokral,,,
804,mbdata,20140123191624,KronosQuoth,success entrepreneur giver taker posit energi   pokral hi,,,
805,mbdata,20140123191646,FriendsOfKronos,abilapost joke violenc pok presenc park violenc pok,,,
806,mbdata,20140123191650,KronosQuoth,failur condiment give success flavor   pokral hi,,,
807,mbdata,20140123191650,superhero447,fyi websit badprofiles.kronos/tacki spread nasti blog around gettingfir,,,
808,mbdata,20140123191700,InternationalNews,fire continu danc dolphn apart abila intnew,,,
809,mbdata,20140123191700,GreyCatCollectibles,timmi n't like pillowcas least 's safe,,,
810,mbdata,20140123191700,martaO,hang princecharm way infernaltraff,,,
811,mbdata,20140123191700,trollingsnark,i told last week govern look tri new citizen control weapons.#livetest,,,
812,mbdata,20140123191700,footfingers,check new issu aris magazin peopl want take control destiny?#aris pok,36.054,24.902,
813,ccdata,20140123191702,,incomplet call for polic,,,
814,mbdata,20140123191707,teresaJ,rt @kronosstar an addit polic unit arriv scene help crowd control kronosstar dancingdolphinfir,,,
815,mbdata,20140123191707,muppiesRock,rt @kronosstar an addit polic unit arriv scene help crowd control kronosstar dancingdolphinfir,,,
816,mbdata,20140123191707,stolkfair,rt @kronosstar an addit polic unit arriv scene help crowd control kronosstar dancingdolphinfir,,,
817,mbdata,20140123191707,BlueVelvet,rt @homelandillumin more polic arriv evacu crowd control hi,,,
818,mbdata,20140123191713,KronosQuoth,you must expect great thing   pokral hi,,,
819,mbdata,20140123191713,KronosQuoth,limit live mind   but use imagin possibl becom limitless   kronosstar pokral,,,
820,mbdata,20140123191713,dirtdigger334,this nut i swear i 'm get 100s follow program check followers.kronos/getpeopl abila follow,,,
821,mbdata,20140123191713,KronosQuoth,challeng make life interest overcom make life meaning   kronosstar pokral,,,
822,mbdata,20140123191737,carjunkers,make $ 630-$8062 month onlin fastjobs.kronos/trick abila workathom,,,
823,mbdata,20140123191757,KronosQuoth,the battl count nt one gold medal the struggl within kronosstar pokral,,,
824,mbdata,20140123191757,KronosQuoth,if want achiev excel get today as second quit less excel work   pokral hi,,,
825,mbdata,20140123191800,lordWally,rt @truthforcadau dancin time thank pok thank sylvia pok peac,,,
826,mbdata,20140123191800,dragonRider1,rt @internationalnew fire continu danc dolphn apart abila intnew,,,
827,mbdata,20140123191800,vetsRock,rt @internationalnew fire continu danc dolphn apart abila intnew,,,
828,mbdata,20140123191807,farmboy,rt @homelandillumin more polic arriv evacu crowd control hi,,,
829,mbdata,20140123191807,sithLordJames,rt @homelandillumin more polic arriv evacu crowd control hi,,,
830,mbdata,20140123191819,KronosQuoth,two road diverg wood i � i took one less travel and made differ   kronosstar pokral,,,
831,mbdata,20140123191819,KronosQuoth,educ cost money   but ignor   kronosstar pokral,,,
832,mbdata,20140123191819,KronosQuoth,the whole secret success life find one 's destini   pokral hi,,,
833,mbdata,20140123191819,KronosQuoth,to accomplish great thing must act also dream plan also believ pokral hi,,,
834,ccdata,20140123191834,,vehicl accid report,,,1422 N. Souliou St
835,mbdata,20140123191839,KronosQuoth,develop success failur discourag failur two surest step stone success   pokral hi,,,
836,mbdata,20140123191839,KronosQuoth,when doubt punt   kronosstar pokral,,,
837,mbdata,20140123191839,KronosQuoth,do n't let interfer   pokral hi,,,
838,mbdata,20140123191839,KronosQuoth,no one make feel inferior without consent   pokral hi,,,
839,mbdata,20140123191900,worldWatcher,rt @internationalnew fire continu danc dolphn apart abila intnew,,,
840,mbdata,20140123191900,vonneka,rt @martao hang princecharm way infernaltraff,,,
841,mbdata,20140123191900,jaques,rt @footfing check new issu aris magazin peopl want take control destiny?#aris pok,,,
842,mbdata,20140123191900,anaregents,viktor e pok parti park,,,
843,mbdata,20140123191900,AbilaPoliceDepartment,abila polic depart report car hit souliou street apd,,,
844,mbdata,20140123191900,aliceRocks,dude someon totali hit car souliou took   jerkdriv,,,
845,ccdata,20140123191900,,vehicl accid no or unknown injuri,,,1422 N. Souliou St
846,mbdata,20140123191902,KronosQuoth,either run day day run   kronosstar pokral,,,
847,mbdata,20140123191907,ninjabob,rt @kronosstar an addit polic unit arriv scene help crowd control kronosstar dancingdolphinfir,,,
848,mbdata,20140123191907,jgrobannne,rt @kronosstar an addit polic unit arriv scene help crowd control kronosstar dancingdolphinfir,,,
849,mbdata,20140123191907,luvMyPants,rt @kronosstar an addit polic unit arriv scene help crowd control kronosstar dancingdolphinfir,,,
850,mbdata,20140123191907,dtennent,rt @homelandillumin more polic arriv evacu crowd control hi,,,
851,mbdata,20140123191907,sithLordJames,rt @homelandillumin more polic arriv evacu crowd control hi,,,
852,mbdata,20140123191907,zengardener,rt @homelandillumin more polic arriv evacu crowd control hi,,,
853,mbdata,20140123191907,zengardener,rt @homelandillumin more polic arriv evacu crowd control hi,,,
854,mbdata,20140123191931,KronosQuoth,just caterpillar thought world end turn butterfli   pokral hi,,,
855,mbdata,20140123191931,KronosQuoth,no masterpiec ever creat lazi artist pokral hi,,,
856,mbdata,20140123191931,KronosQuoth,you must expect great thing   pokral hi,,,
857,mbdata,20140123192000,slamrjamr,rt @internationalnew fire continu danc dolphn apart abila intnew,,,
858,mbdata,20140123192000,microBanana,rt @greycatcollect timmi n't like pillowcas least 's safe,,,
859,mbdata,20140123192000,AbilaPost,2 fire truck arriv fresh fire figther replac weari earli arriv afd hero abilapost,,,
860,mbdata,20140123192000,HomelandIlluminations,addit fire truck arriv fire still control hi,,,
861,mbdata,20140123192000,GreyCatCollectibles,guy look realli beat,,,
862,mbdata,20140123192000,dangermice,more fire truck arriv realli bad,36.059,24.894,
863,mbdata,20140123192000,trollingsnark,watch stage 3 stage 3 everybodi,,,
864,mbdata,20140123192000,OnlytheTruth,beaten by fire firewin,,,
865,mbdata,20140123192000,hennyhenhendrix,some moron black van hit car,36.057,24.892,
866,mbdata,20140123192000,brewvebeenserved,wow crazi driver hope everyon ok,36.054,24.901,
867,mbdata,20140123192000,kingWilly,abila driver worst jerkdriv,,,
868,mbdata,20140123192000,Officia1AbilaPost,presid dorel kapelou krono afd scandal   smad.co.kronos/39cni39,,,
869,mbdata,20140123192002,KronosQuoth,when doubt punt   kronosstar pokral,,,
870,mbdata,20140123192002,junkman377,have heard million peopl make $ 5k+/mo home here workathome.krono scam krono abilajob,,,
871,mbdata,20140123192007,dragonRider1,rt @kronosstar an addit polic unit arriv scene help crowd control kronosstar dancingdolphinfir,,,
872,mbdata,20140123192007,klingon4real,rt @centralbulletin concern violenc prove unfound abila centralbulletin,,,
873,mbdata,20140123192021,OnlytheTruth,no stop time,,,
874,mbdata,20140123192033,KronosQuoth,we becom think   kronosstar pokral,,,
875,mbdata,20140123192033,KronosQuoth,we easili forgiv child afraid dark real tragedi life men afraid light   kronosstar pokral,,,
876,mbdata,20140123192042,KronosStar,the two fresh fire unit arriv reliev origin respond   kronosstar dancingdolphinfir afdhero,,,
877,mbdata,20140123192042,OnlytheTruth,hey whatev happen cat,,,
878,ccdata,20140123192042,,traffic stop,,,N. Spetson St / N. Barabla St
879,ccdata,20140123192048,,suspici subject circumst in progress,,,N. Scarkeme St / N. Bilar St
880,ccdata,20140123192059,,feloni hit run in progress with injuri,,,500 Block of N. Schaber Ave
881,mbdata,20140123192100,lordWally,rt @internationalnew fire continu danc dolphn apart abila intnew,,,
882,mbdata,20140123192100,siliconKing,rt @internationalnew fire continu danc dolphn apart abila intnew,,,
883,mbdata,20140123192100,jgrobannne,rt @abilapost 2 fire truck arriv fresh fire figther replac weari earli arriv afd hero abilapost,,,
884,mbdata,20140123192100,slamrjamr,rt @homelandillumin addit fire truck arriv fire still control hi,,,
885,mbdata,20140123192100,plasticParts,rt @homelandillumin addit fire truck arriv fire still control hi,,,
886,mbdata,20140123192100,teresaJ,rt @dangermic more fire truck arriv realli bad,,,
887,mbdata,20140123192101,dtrejos,hope good insur,,,
888,mbdata,20140123192101,hngohebo_ABILAPOST,a bicyclist hit 500 block schaber near katerina 's cafe @brew'vebeenserv abilapost,,,
889,mbdata,20140123192101,KronosStar,a bicyclist hit 500 block schaber   kronosstar,,,
890,mbdata,20140123192101,AbilaPoliceDepartment,abila polic depart report bicyclist struck 500 block schaber eira edessi apd,,,
891,mbdata,20140123192101,brewvebeenserved,oh that crazi driver hit guy bike outsid shop,36.054,24.901,
892,mbdata,20140123192102,KronosQuoth,either run day day run   kronosstar pokral,,,
893,mbdata,20140123192126,KronosQuoth,if ca n't explain simpli n't understand well enough   pokral hi,,,
894,mbdata,20140123192126,KronosQuoth,the distanc insan genius measur success   pokral hi,,,
895,mbdata,20140123192126,KronosQuoth,if want lift lift someon els   kronosstar pokral,,,
896,mbdata,20140123192126,KronosQuoth,too mani us live dream live fear   kronosstar pokral,,,
897,mbdata,20140123192138,brewvebeenserved,free coffe anyon caught licens plate black van jerkdriv,36.054,24.901,
898,mbdata,20140123192138,kingWilly,ca n't believ place sometim peopl inconsider jerkdriv,,,
899,ccdata,20140123192138,,feloni hit run in progress with injuri,,,547 N. Schaber Ave
900,mbdata,20140123192142,slamrjamr,rt @kronosstar the two fresh fire unit arriv reliev origin respond   kronosstar dancingdolphinfir afdhero,,,
901,mbdata,20140123192142,brain448,rt @kronosstar the two fresh fire unit arriv reliev origin respond   kronosstar dancingdolphinfir afdhero,,,
902,mbdata,20140123192152,KronosQuoth,noth world common unsuccess peopl talent   pokral hi,,,
903,mbdata,20140123192152,KronosQuoth,if n't valu time neither other stop give away time talents- start charg   pokral hi,,,
904,mbdata,20140123192152,KronosQuoth,what seem us bitter trial often bless disguis pokral hi,,,
905,mbdata,20140123192200,BlueVelvet,rt @abilapost 2 fire truck arriv fresh fire figther replac weari earli arriv afd hero abilapost,,,
906,mbdata,20140123192200,jgrobannne,rt @greycatcollect guy look realli beat,,,
907,mbdata,20140123192200,AbilaFireDept,abila fire depart announc expans evacu area afd,,,
908,mbdata,20140123192200,dangermice,they announc evacu sure ll abl keep see anyth,36.059,24.894,
909,mbdata,20140123192200,trapanitweets,omg some derp a?balck?van just?hit guy bike,36.054,24.901,
910,mbdata,20140123192200,jsmith,omg a van hit guy bike,,,
911,ccdata,20140123192200,,all unit broadcast feloni hit run black van partial plate l829,,,ALL UNITS
912,mbdata,20140123192201,microBanana,rt @kronosstar a bicyclist hit 500 block schaber   kronosstar,,,
913,mbdata,20140123192201,vonneka,rt @kronosstar a bicyclist hit 500 block schaber   kronosstar,,,
914,mbdata,20140123192201,joyce101,rt @abilapolicedepart abila polic depart report bicyclist struck 500 block schaber eira edessi apd,,,
915,mbdata,20140123192222,KronosQuoth,happi butterfli pursu alway beyond grasp pokral hi,,,
916,mbdata,20140123192222,KronosQuoth,wast want   kronosstar pokral,,,
